the_geom,OBJECTID,POSTALCODE,SHAPE.AREA,SHAPE.LEN
"MULTIPOLYGON (((-94.590713748124 39.096287990659, -94.590681647119 39.096286862442, -94.590456351612 39.096289481105, -94.589316106194 39.096356624946, -94.588995325715 39.096380842344, -94.588600118937 39.096407625452, -94.587788753252 39.096467710699, -94.587177193933 39.096488158139, -94.586444214981 39.096479560744, -94.585769074298 39.096402136817, -94.585438154954 39.096354687237, -94.584696509738 39.096289716304, -94.584512983924 39.096273622479, -94.583395159197 39.09620254534, -94.582273341554 39.096150130954, -94.581109349753 39.096098583993, -94.579941271801 39.096046566023, -94.579311865747 39.096018632937, -94.578890112922 39.096000275863, -94.578738743005 39.096001421543, -94.578483966143 39.096010599163, -94.578266819542 39.095955062643, -94.578136622562 39.095921021106, -94.577804623736 39.095846478126, -94.577663789018 39.095815076728, -94.577600173784 39.095800898725, -94.577324143824 39.095739331658, -94.577128560808 39.095714200899, -94.576437653984 39.095668336183, -94.575259655801 39.09562157469, -94.574146841155 39.095571876892, -94.572769475971 39.09551571678, -94.572738996466 39.095514637525, -94.57257863266 39.095509026433, -94.571686133164 39.095477756086, -94.571586449487 39.095474275397, -94.571394939839 39.095467556064, -94.570104127044 39.095422321631, -94.568788721279 39.095376538281, -94.565842939176 39.095274479547, -94.564560416788 39.095232693532, -94.564013730841 39.095216191359, -94.56291431031 39.095182368034, -94.561815015858 39.095147140839, -94.560841720821 39.09511662882, -94.560847849944 39.094991587113, -94.56089099557 39.094111322975, -94.56092971559 39.093118755571, -94.560995741189 39.091977048595, -94.561015963145 39.091143310173, -94.561104642425 39.089769651208, -94.561163167318 39.088384009014, -94.561162886852 39.088304027256, -94.558884569842 39.088241794678, -94.558986029385 39.086274071115, -94.560731699924 39.086326346972, -94.560738425145 39.086204643645, -94.561259884202 39.086220560127, -94.561281445396 39.085825404029, -94.561324026703 39.085119656988, -94.561355053082 39.084672898585, -94.561419832898 39.083391057177, -94.561475716792 39.08226663978, -94.56147841374 39.082208017848, -94.561532413261 39.081025255235, -94.561614860615 39.079218765794, -94.56171593495 39.077408257166, -94.562296021652 39.077428678705, -94.56259055659 39.077439034707, -94.562886571164 39.077449448656, -94.564030441657 39.07749596974, -94.565247266629 39.077541972037, -94.56641603394 39.077576594389, -94.567001972554 39.077598746427, -94.568351111857 39.077648676405, -94.569675136405 39.077692318143, -94.570977210714 39.077733020317, -94.572252732986 39.077780698468, -94.573660927287 39.077835994333, -94.575046470539 39.077885988583, -94.576211238644 39.077926363654, -94.577380308109 39.077971639027, -94.577438109015 39.076741832015, -94.577499528873 39.07550537773, -94.577558239772 39.074370433292, -94.57764991794 39.072559943178, -94.577653752576 39.072491325688, -94.577711246057 39.071439109226, -94.577725285424 39.070751357832, -94.578905653182 39.070797159619, -94.580050304905 39.070841573673, -94.580908173405 39.070875797079, -94.581196059921 39.070886991632, -94.581804481 39.070908586911, -94.582387234215 39.070930579262, -94.583034378066 39.070954941372, -94.584134683273 39.070994352021, -94.585326927779 39.071038872132, -94.586589376662 39.071086238385, -94.587690287023 39.071127562191, -94.588574215019 39.071161050633, -94.58859425793 39.071161859117, -94.5899323751 39.071213030555, -94.591159535985 39.071259907769, -94.592248935365 39.07130248801, -94.593816182725 39.071379160576, -94.594489551996 39.071412084665, -94.594615130704 39.071418217865, -94.595224486157 39.071440675901, -94.596208902819 39.071440497135, -94.598051202205 39.071507607373, -94.599999954555 39.071578191842, -94.600241950502 39.071586935046, -94.601308600262 39.071625441484, -94.602190072804 39.071657266087, -94.603954286716 39.071719843942, -94.605709588893 39.07178215836, -94.606441010956 39.071810075744, -94.60663096427 39.071852789976, -94.606779175333 39.071917040923, -94.606984922855 39.072062099643, -94.607280698944 39.072315262471, -94.607279888577 39.072412053553, -94.607279103145 39.07250592731, -94.607273582747 39.073165750381, -94.607271415228 39.073424742333, -94.607266349077 39.074029870647, -94.607263736566 39.074342028767, -94.607263547506 39.074364507025, -94.607263092708 39.07441892253, -94.607257484346 39.075088675724, -94.607254859089 39.07540215402, -94.607250730081 39.075666634489, -94.60725067148 39.075670583765, -94.607247952655 39.075844711298, -94.607245386561 39.076009208165, -94.607240992544 39.076290645795, -94.607231736542 39.076883806439, -94.607218450205 39.077735120771, -94.607198374635 39.079021660905, -94.607207456597 39.081618527652, -94.607207746911 39.081701724109, -94.607208180713 39.081825414797, -94.607208579353 39.081939449836, -94.607210147758 39.082387995869, -94.607210479281 39.082482895783, -94.607210918362 39.082608126324, -94.607212221212 39.082952965538, -94.607213246368 39.083222946032, -94.607213476891 39.083284085477, -94.607215183345 39.083734562414, -94.607224302992 39.086143875884, -94.607224835833 39.086284454661, -94.60721367964 39.087184421544, -94.607213668766 39.08718499586, -94.607182522821 39.089697909953, -94.607039880259 39.089646142922, -94.606956731614 39.089599075774, -94.606798809797 39.089521599948, -94.606608488596 39.089383089449, -94.605192528479 39.08809016813, -94.604564988523 39.087542997543, -94.604394814758 39.087394688371, -94.60425258045 39.087270683058, -94.60419328102 39.087218979835, -94.604136450992 39.087169416013, -94.603672888956 39.086765196975, -94.603409676631 39.086547878348, -94.603207287963 39.086360373816, -94.603101150985 39.086272331099, -94.602999987701 39.086212591943, -94.602781998484 39.08617585478, -94.601866417037 39.086143325568, -94.600692160642 39.086101100892, -94.599534746596 39.086059454065, -94.598378144262 39.086017849978, -94.598378801982 39.086514599465, -94.598359990746 39.087507428868, -94.598344520201 39.087732835469, -94.598319818253 39.088084633867, -94.598274751508 39.088763872677, -94.598212979773 39.089596799299, -94.598136627162 39.090559668525, -94.598088926695 39.091391727242, -94.598036668962 39.092720525437, -94.598050312144 39.092993265819, -94.59804611258 39.09307958227, -94.598031798186 39.093130037128, -94.597994490474 39.09319732406, -94.597611216534 39.095911643087, -94.597473215154 39.096946551978, -94.597455916855 39.097076354915, -94.597440257653 39.097193855813, -94.597435305127 39.097230899226, -94.597415983933 39.097375914929, -94.597327968486 39.097353363999, -94.59729557516 39.097345071614, -94.596960789603 39.097262128828, -94.596464348536 39.097132093175, -94.595637495704 39.09690356693, -94.594332174557 39.096567732591, -94.593732886757 39.096463715166, -94.593222992724 39.096408304201, -94.591547500962 39.096325204279, -94.591076061606 39.096302699647, -94.591052625831 39.096301756961, -94.591030168083 39.096301001129, -94.590784044114 39.096288869479, -94.590713748124 39.096287990659)))",871,64108,98324366.349620298,47309.612067845002
"MULTIPOLYGON (((-94.485457805936 39.109448104163, -94.483128389058 39.109388456198, -94.482690961248 39.109390616072, -94.482030316067 39.109381400458, -94.481337861791 39.109395926134, -94.481415809132 39.108006515112, -94.479806123171 39.108382075993, -94.479660142871 39.108416167968, -94.479155387232 39.108534044632, -94.47895156194 39.108581643256, -94.47897429682 39.107866345259, -94.478980697111 39.107665033187, -94.479033782143 39.107327845821, -94.479034052836 39.107326120668, -94.479047110701 39.107243171452, -94.47907422292 39.107083734692, -94.479162022965 39.106554218569, -94.479166859471 39.106525215898, -94.479169274781 39.106510728291, -94.479178144647 39.106457500289, -94.47929525501 39.105754837475, -94.479300976623 39.105721478472, -94.479327766618 39.105565363828, -94.47933214617 39.105531894758, -94.479333322973 39.105484367234, -94.479324997882 39.105392577653, -94.47929479129 39.105282113557, -94.479248938776 39.105179883709, -94.479230379402 39.105148716927, -94.4791803255 39.105073750912, -94.479080312355 39.104962313279, -94.478979199664 39.104885770676, -94.478974901374 39.104882513981, -94.478742192419 39.104706354651, -94.477640156317 39.103885272188, -94.477643598955 39.103826542722, -94.477650569833 39.103707628595, -94.477069329894 39.102741667265, -94.476637244081 39.10195908953, -94.476424501383 39.101562215515, -94.476317186015 39.101195107444, -94.476294271945 39.101003934628, -94.476317104906 39.100796832414, -94.47640963495 39.100378134522, -94.476685299859 39.099883422441, -94.476748867279 39.09976934513, -94.476808373957 39.099662552187, -94.477020399464 39.099326989278, -94.477787867953 39.099355564996, -94.477448455008 39.099892708816, -94.479782127664 39.099979573256, -94.480858550335 39.100021544251, -94.482125494621 39.100073254392, -94.482709901296 39.100097120142, -94.483087959947 39.10011255371, -94.484121150566 39.100140018553, -94.484875396475 39.100194508536, -94.485314736179 39.100199918785, -94.486876307323 39.100269378609, -94.487153448117 39.100281684968, -94.489333437773 39.100378605472, -94.489887122127 39.100403228679, -94.493960218344 39.100584176791, -94.494009691845 39.10058637589, -94.497807323661 39.10075495683, -94.498985776159 39.100807248559, -94.499341008065 39.100823013618, -94.50066080789 39.100909475169, -94.501785002636 39.100998679772, -94.502974594457 39.100983160694, -94.5040754624 39.101013439755, -94.505259034807 39.101046120922, -94.506423614972 39.101077720304, -94.507526563467 39.101094540276, -94.508663906299 39.101124389256, -94.509551447428 39.101148152456, -94.509796140525 39.101153788261, -94.510509817227 39.101170392411, -94.511387528018 39.101211550148, -94.512382915237 39.101241863985, -94.514426224069 39.101291772106, -94.514461850156 39.101293964239, -94.514364693931 39.104206842792, -94.514362204146 39.104281525629, -94.514337019871 39.105036536108, -94.513150767444 39.104996561544, -94.51175088363 39.105752706767, -94.510662748865 39.106290058646, -94.507441618546 39.107928848133, -94.50672202192 39.108257686955, -94.50582152427 39.108599492383, -94.505251644273 39.108772963997, -94.505256226465 39.109257793504, -94.504360986898 39.10946271298, -94.504177093672 39.109462609886, -94.502991655495 39.109461877535, -94.502588838413 39.109461612605, -94.502573860526 39.109461612937, -94.502425068425 39.109461506299, -94.501294185037 39.109460782998, -94.500647739413 39.109460376526, -94.500514876741 39.109460294817, -94.4985502361 39.109458996459, -94.497398313268 39.109458235104, -94.49507159557 39.109456649827, -94.494874239897 39.109456531488, -94.494713183573 39.109456414468, -94.487736720787 39.109429231071, -94.487521033715 39.109460927637, -94.487266726921 39.109476623725, -94.486942004457 39.109470432908, -94.486624364748 39.10946932837, -94.486179857207 39.109464375485, -94.48590031824 39.109457917123, -94.485457805936 39.109448104163)))",882,64125,30199457.3594441,27188.952992312901
"MULTIPOLYGON (((-94.498168996108 39.151303424945, -94.497531515361 39.151222416241, -94.496585774215 39.151014683254, -94.496056097763 39.150904895076, -94.495512457186 39.150822588001, -94.494989835596 39.150723750425, -94.49448834078 39.150586362448, -94.494248208797 39.150509499837, -94.493946581936 39.150404353259, -94.493775035146 39.150344543758, -94.49352072977 39.1502621624, -94.493252321618 39.15016316614, -94.492680179899 39.14991563556, -94.492376410995 39.149772649583, -94.491782982982 39.149475583771, -94.49121064793 39.149167561332, -94.490051930428 39.148501782867, -94.489347257319 39.148075733654, -94.488306798643 39.147450938894, -94.487889884174 39.147175753638, -94.487465856126 39.146867618179, -94.486978361811 39.1465485189, -94.48645548266 39.146196328237, -94.485685355926 39.145695564807, -94.485218970771 39.145354358118, -94.48499281891 39.145161721036, -94.484539692787 39.144684410833, -94.482886010644 39.14281125346, -94.481740542833 39.141379957516, -94.481203263294 39.140785435884, -94.480355186388 39.139981777408, -94.479584692367 39.139183562683, -94.478835427935 39.138308413076, -94.478361779778 39.137774376582, -94.477881218278 39.13727336716, -94.476891585742 39.1361889117, -94.476622998932 39.135902677353, -94.476354451407 39.135610896135, -94.475796289471 39.135104453202, -94.47496263219 39.134466074321, -94.473422602667 39.133354232348, -94.472080418218 39.132358009999, -94.471861480467 39.132214853138, -94.471310445505 39.131752513045, -94.471147832907 39.131554263116, -94.470462283797 39.130744997818, -94.470031001203 39.130172415783, -94.46963883453 39.129477497558, -94.46958550503 39.129379570799, -94.469415684168 39.128999608088, -94.469259968145 39.128614210112, -94.469139510116 39.128217678398, -94.469061486261 39.127843230703, -94.468962067859 39.1273035428, -94.468551445066 39.126158158632, -94.468325050263 39.125723210512, -94.468226129521 39.125585680383, -94.468134188722 39.125448042248, -94.467936371588 39.125194727289, -94.467804612902 39.12503415157, -94.467603001791 39.124840937728, -94.467460616907 39.12471193388, -94.467220247374 39.124544977753, -94.467220468864 39.124542431205, -94.467228119913 39.124468629703, -94.467245171691 39.12430414817, -94.467260219921 39.12415897958, -94.46741191139 39.12269576875, -94.467455711352 39.122273256299, -94.467466660516 39.122167649343, -94.467532977373 39.121527948933, -94.467554553624 39.121319812328, -94.467569635979 39.121174314152, -94.467617594013 39.120711704414, -94.467659344002 39.120308937141, -94.467913902052 39.117853203277, -94.467949820469 39.115630499777, -94.467955604224 39.115272499551, -94.467959559768 39.115027613792, -94.467971486574 39.114289414547, -94.469433573052 39.114361798707, -94.470590063203 39.114419041529, -94.470590728281 39.114401769104, -94.47060087343 39.114138818228, -94.470629538951 39.113395778982, -94.470688596766 39.113344847812, -94.470684094816 39.113322439668, -94.470539084459 39.112600278598, -94.470501171734 39.112479006173, -94.470489830448 39.11238440099, -94.470482330816 39.112198077423, -94.470493764537 39.112070927993, -94.470539369169 39.111902382382, -94.4706115159 39.111730864382, -94.470698267566 39.111580759426, -94.470714041358 39.111553464489, -94.470835513646 39.111408605523, -94.470961395623 39.111294954444, -94.471002521799 39.111257827099, -94.471086036581 39.111198708228, -94.471158113247 39.111186864753, -94.471233956587 39.111192811869, -94.471241194672 39.111196266344, -94.471399630962 39.111272230179, -94.471946193872 39.111531630479, -94.471998144218 39.111556287714, -94.472326282945 39.11170967785, -94.472481366064 39.111766852113, -94.472687062711 39.111813794372, -94.472868734863 39.111831656242, -94.473155934281 39.111826313742, -94.473437121572 39.111782310024, -94.473643292474 39.111693259578, -94.473727639925 39.111633406826, -94.473794303782 39.111597901913, -94.473923019505 39.111497226179, -94.474033375494 39.111374381729, -94.47405573752 39.111349487986, -94.474151522967 39.111242862558, -94.475998244101 39.1118979368, -94.477166291108 39.11229289232, -94.477219738179 39.111252000352, -94.477360332227 39.111258079672, -94.48087333804 39.111410245219, -94.481223999506 39.11142542862, -94.481337861791 39.109395926134, -94.482030316067 39.109381400458, -94.482690961248 39.109390616072, -94.483128389058 39.109388456198, -94.485457805936 39.109448104163, -94.48590031824 39.109457917123, -94.486179857207 39.109464375485, -94.486624364748 39.10946932837, -94.486942004457 39.109470432908, -94.487266726921 39.109476623725, -94.487521033715 39.109460927637, -94.487736720787 39.109429231071, -94.494713183573 39.109456414468, -94.494874239897 39.109456531488, -94.49507159557 39.109456649827, -94.497398313268 39.109458235104, -94.4985502361 39.109458996459, -94.500514876741 39.109460294817, -94.500647739413 39.109460376526, -94.501294185037 39.109460782998, -94.502425068425 39.109461506299, -94.502573860526 39.109461612937, -94.502588838413 39.109461612605, -94.502991655495 39.109461877535, -94.504177093672 39.109462609886, -94.504360986898 39.10946271298, -94.505256226465 39.109257793504, -94.505124089908 39.111980139387, -94.505034138121 39.114801186808, -94.504926102162 39.118189741661, -94.504919279246 39.118403932028, -94.504907673104 39.118767487278, -94.50490594976 39.118821494766, -94.505038583496 39.118824481895, -94.505704078639 39.118839497531, -94.505926133646 39.11884451104, -94.50681227442 39.118864478597, -94.507789352619 39.118886492633, -94.508856769214 39.118910550908, -94.508881514577 39.118927380009, -94.508991067706 39.118975091432, -94.509110945884 39.119003966619, -94.509649204084 39.119030943035, -94.510189854675 39.119024552239, -94.511346448434 39.119046740286, -94.512586897909 39.119083981587, -94.513654279761 39.119086771875, -94.514484591021 39.119088923123, -94.514808048626 39.11907435787, -94.515300933993 39.119042195002, -94.515990946917 39.118976428158, -94.516505782158 39.118911393749, -94.517148198593 39.118800403237, -94.517787128961 39.118710771062, -94.518325683289 39.118652177327, -94.520710714828 39.118636402243, -94.521858804805 39.118638279343, -94.523051305573 39.118639971622, -94.524186844235 39.118631257428, -94.525398338782 39.118621527207, -94.525910636418 39.118587587762, -94.526489640298 39.118513299258, -94.527167237954 39.118381870336, -94.527716006542 39.118233612019, -94.528202364039 39.11821262825, -94.530010358909 39.118134151641, -94.531220292344 39.118082347921, -94.534011266562 39.117962759451, -94.535381346113 39.117902468524, -94.536019853882 39.117874873446, -94.537395273178 39.117815378614, -94.539066719013 39.117743085999, -94.539664160123 39.117717239659, -94.54596390387 39.117441067882, -94.548033300124 39.117354792785, -94.548066896308 39.116119664415, -94.548155892389 39.114257620112, -94.548159838164 39.113582127148, -94.549416891218 39.1135826719, -94.55070411327 39.113583217438, -94.550715602855 39.11358321244, -94.552249322515 39.113583878247, -94.55333046983 39.113628145508, -94.55440950391 39.113672499826, -94.554776262842 39.113697968124, -94.55522764644 39.11371606883, -94.555316995972 39.113734342419, -94.555403324198 39.113768691024, -94.555476892188 39.113781883336, -94.555648481545 39.113811571554, -94.556523830695 39.113884377626, -94.557200902597 39.113974908684, -94.558849870992 39.114198107688, -94.559520355932 39.114286006473, -94.562580705495 39.11420659139, -94.564058868293 39.113984816518, -94.56459188122 39.113883042224, -94.564751615647 39.11385253152, -94.565960067563 39.113621793834, -94.569741665232 39.112697732005, -94.570018970217 39.112562945248, -94.57153480903 39.112259478843, -94.574004564301 39.11175229335, -94.574170813498 39.112498572559, -94.574252126257 39.112739179374, -94.574459759124 39.113353554548, -94.574480622884 39.113419851596, -94.574496818998 39.113471459965, -94.574585791332 39.113754372484, -94.574607825289 39.113824428044, -94.574752601761 39.114284895023, -94.575312378763 39.116065132848, -94.575616346031 39.117031905608, -94.576053373117 39.118421703651, -94.575581641862 39.118627606518, -94.573842460687 39.119398662977, -94.572124490345 39.120164381129, -94.571525831453 39.12042663229, -94.569893461742 39.121154868827, -94.569108917456 39.12151938532, -94.568067599684 39.122012763852, -94.567568959154 39.122215766936, -94.566140351781 39.122869205069, -94.566027671176 39.122917345664, -94.565491175559 39.123135956684, -94.564953196922 39.123355389756, -94.564255407956 39.123627378323, -94.5635153746 39.123887798991, -94.562533419579 39.124228436215, -94.560033817998 39.12502547329, -94.559151803314 39.125370753013, -94.558020552948 39.125963754953, -94.556839805308 39.126661325135, -94.55524896939 39.127506960152, -94.553941132432 39.128171308618, -94.553276354512 39.128583304619, -94.552914786315 39.128829012241, -94.552597363869 39.129044718401, -94.552116398797 39.12934673839, -94.551416171422 39.129808157014, -94.55094937951 39.130126749738, -94.550510751245 39.130450956997, -94.549937819355 39.130835460169, -94.549357639289 39.131253048873, -94.548848091063 39.13170918172, -94.548529578436 39.132017049232, -94.548225156857 39.132313817531, -94.547942010993 39.132588583474, -94.547786266293 39.132753579681, -94.547766633001 39.132775436378, -94.547623304884 39.13293497026, -94.547485228619 39.1330765177, -94.547446382091 39.133116338832, -94.547409628083 39.133157401514, -94.547269254979 39.13331423613, -94.547078911877 39.133511234709, -94.547078066363 39.133512111376, -94.546674488629 39.133902405521, -94.546469206533 39.134122278184, -94.544804794542 39.135985837124, -94.544514289809 39.136376162482, -94.544096097554 39.136898464702, -94.543748934464 39.137354842767, -94.543529161976 39.137662796507, -94.543337599352 39.13798174945, -94.543082131704 39.138443747388, -94.542876440327 39.138784642614, -94.542507806318 39.13932905074, -94.542238505728 39.139669967969, -94.542236691336 39.139672229223, -94.541969269746 39.140005310834, -94.541828484638 39.140174581301, -94.54182753043 39.140175730247, -94.541508837123 39.140533055069, -94.541359976824 39.140708995218, -94.54104832067 39.141049704987, -94.540736594241 39.141396042538, -94.540290349293 39.141918258094, -94.539858246905 39.142396536451, -94.539567912102 39.142682349069, -94.539538189621 39.142709607572, -94.539256349119 39.142968085732, -94.538916556352 39.143281315061, -94.538343055874 39.143775916595, -94.53774870016 39.144193368912, -94.537338320107 39.144462521082, -94.536920952519 39.144731564182, -94.536553096249 39.144951253001, -94.536079254827 39.145187305619, -94.53569033966 39.14532987029, -94.535252034519 39.145494304075, -94.534559194843 39.14575208208, -94.534046866507 39.145920985794, -94.533892577305 39.145971850667, -94.533735787732 39.146023542045, -94.532226315763 39.146535758154, -94.532224732214 39.146536280267, -94.531189417576 39.146876502212, -94.530849613071 39.146964673452, -94.530083958586 39.147125961518, -94.529109462803 39.147318240493, -94.528049405271 39.147558883023, -94.526494396458 39.147955637898, -94.525098367188 39.148352612441, -94.523313525152 39.148850798778, -94.522656133524 39.149047956987, -94.522005753646 39.149239646295, -94.520975827582 39.14949081697, -94.519843134256 39.149720689755, -94.518132958516 39.150009784305, -94.516809755536 39.150220712023, -94.515673689708 39.150462735475, -94.514980992114 39.150626769889, -94.514316738258 39.150741264997, -94.512309920552 39.151035307216, -94.511384290072 39.151149483437, -94.510628336035 39.151225250354, -94.509752237224 39.15128441582, -94.507760584287 39.151264714327, -94.506142971074 39.151300614196, -94.5051680619 39.151376029838, -94.504186031105 39.151462447673, -94.5031615708 39.151554319963, -94.502787148112 39.151570174256, -94.498612039042 39.151341430987, -94.498356100753 39.151327397339, -94.498168996108 39.151303424945)))",917,64120,284028344.26136202,83900.587314322707
"MULTIPOLYGON (((-94.548159838164 39.113582127148, -94.54816564325 39.112583439689, -94.548175030848 39.111618687153, -94.546894909184 39.111589116471, -94.546657330437 39.111604255818, -94.545729228547 39.111568080872, -94.544359292373 39.11151144516, -94.542008249415 39.111434368502, -94.540223896946 39.111379615184, -94.538809854812 39.111341682447, -94.537359152401 39.111286583825, -94.536220822901 39.111255370034, -94.535065369192 39.111229950523, -94.533906344267 39.111190691535, -94.532742234995 39.111147461811, -94.531598426425 39.111102816955, -94.530402721763 39.111059451161, -94.529243108766 39.111019743265, -94.52810968293 39.110981113506, -94.526946264562 39.110936910513, -94.525770338567 39.110898517224, -94.525773972636 39.110812906178, -94.524645519456 39.110769191879, -94.523449733987 39.110718027991, -94.523485086055 39.110021009836, -94.522346422128 39.109981629521, -94.521172176463 39.109942246839, -94.519986210122 39.10986821074, -94.518857243119 39.109810162965, -94.518912948971 39.108852568699, -94.51892056915 39.108344069964, -94.519013300564 39.107073052329, -94.51911422199 39.105214731909, -94.51879195309 39.10520613769, -94.518837453802 39.10427942182, -94.518865154653 39.103793360813, -94.51888776766 39.103357452747, -94.518938884248 39.102378444117, -94.518990228438 39.101464974706, -94.521318933906 39.101566082338, -94.523642491339 39.101637541466, -94.525977049509 39.101713704155, -94.528199238692 39.101791961503, -94.529389180909 39.101831370199, -94.530262557964 39.101870288769, -94.530496986703 39.101877162822, -94.530864957946 39.101886314365, -94.531675081684 39.101920779635, -94.533069211617 39.101962039978, -94.534441660825 39.102005353895, -94.535388178492 39.102035218041, -94.536070510397 39.102056754747, -94.536848967051 39.102066670339, -94.53742171194 39.102028570046, -94.537861411536 39.102019257512, -94.538950650759 39.102057173523, -94.539887764023 39.102089997074, -94.540539159209 39.102112808677, -94.542022620965 39.102177639827, -94.542717906582 39.102199496762, -94.544248484275 39.102261536634, -94.545873474771 39.102319393917, -94.546099852339 39.102327459304, -94.546908770553 39.10235412671, -94.548457962455 39.102405111947, -94.549067216989 39.102426548024, -94.551220331947 39.102478448933, -94.552483560643 39.102519319475, -94.553535495599 39.102554562523, -94.553594169483 39.102556594828, -94.554703473635 39.102591251816, -94.555869172502 39.102637066757, -94.557018312488 39.102681480131, -94.55735332045 39.10268440242, -94.557881983601 39.10269910284, -94.558276531928 39.102714540667, -94.559559875122 39.102782854515, -94.559671960228 39.102813521381, -94.559897233513 39.102845475429, -94.560458035738 39.102900923312, -94.560413562699 39.103766000745, -94.560368863125 39.104821214252, -94.560353717568 39.105201995368, -94.560251491517 39.106656791966, -94.560083881402 39.106650426117, -94.559970338656 39.108317166909, -94.559906464433 39.109255068721, -94.559849647707 39.109986839508, -94.559774790999 39.11195581261, -94.559756582586 39.112429533635, -94.559716427938 39.112707361813, -94.559666637256 39.113051997213, -94.55955661388 39.113871004148, -94.559520355932 39.114286006473, -94.558849870992 39.114198107688, -94.557200902597 39.113974908684, -94.556523830695 39.113884377626, -94.555648481545 39.113811571554, -94.555476892188 39.113781883336, -94.555403324198 39.113768691024, -94.555316995972 39.113734342419, -94.55522764644 39.11371606883, -94.554776262842 39.113697968124, -94.55440950391 39.113672499826, -94.55333046983 39.113628145508, -94.552249322515 39.113583878247, -94.550715602855 39.11358321244, -94.55070411327 39.113583217438, -94.549416891218 39.1135826719, -94.548159838164 39.113582127148)))",890,64124,41147197.972349003,31702.1186151121
